;Phrase
677;"Respondía a todas las preguntas del mismo modo: El señor Bilbo Bolsón se ha ido; creo que para siempre"
678;Invitó a algunos de los visitantes a entrar en la casa, pues Bilbo había dejado «mensajes» para ellos
679;Dentro del vestíbulo había apilada una gran cantidad de paquetes, bultos y mueblecitos
680;Cada uno de ellos tenía una etiqueta
681;Había varias de este tipo: Para Adelardo Tuk, de veras para él, estaba escrito sobre una sombrilla
682;Adelardo se había llevado muchos paquetes sin etiqueta
683;Para Dora Bolsón, en recuerdo de una larga correspondencia, con el cariño de Bilbo, en una gran canasta de papeles
684;"Dora era la hermana de Drogo y la sobreviviente más anciana, emparentado con Bilbo y Frodo; tenía noventa y nueve años y había escrito resmas de buenos consejos durante más de medio siglo"
685;Para Milo Madriguera, deseando que le sea útil, de B.B., en una pluma de oro y una botella de tinta
686;Milo nunca contestaba las cartas.El Señor de los anillos: La Comunidad del anillo 31 Para uso de Angélica, del tío Bilbo, en un espejo convexo y redondo
687;Era una joven Bolsón que evidentemente se creía bonita
688;Para la colección de Hugo Ciñatiesa, de un contribuyente, en una biblioteca (vacía)
689;Hugo solía pedir libros prestados y la mayoría de las veces no los devolvía
690;Para Lobelia SacovillaBolsón, como regalo, en una caja de cucharas de plata
691;Bilbo creía que Lobelia se había apoderado de una buena cantidad de las cucharas de Bilbo mientras él estaba ausente, en el viaje anterior
692;Lobelia lo sabía muy bien
693;Entendió en seguida la ironía, pero aceptó las cucharas
694;Esto es sólo una pequeña muestra del conjunto de regalos
695;Durante el curso de su larga vida, la residencia de Bilbo se había ido atestando de cosas
696;El desorden era bastante común en las cuevas de los hobbits y esto venía sobre todo de la costumbre de hacerse tantos regalos de cumpleaños
697;"Por supuesto, los regalos no eran siempre nuevos; había uno o dos viejos mathoms de uso olvidado que habían circulado por todo el distrito, pero Bilbo tenía el hábito de obsequiar regalos nuevos y de guardar los que recibía"
698;El viejo agujero estaba ahora desocupándose un poco
699;Los regalos de despedida tenían todos la correspondiente etiqueta que el mismo Bilbo había escrito, y en varias aparecían agudezas o bromas
700;Pero, naturalmente, la mayoría de las cosas estaban destinadas a quienes las necesitaban y fueron recibidas con agrado
701;Tal fue el caso de los más pobres, especialmente los vecinos de Bolsón de Tirada
702;El Tío Gamyi recibió dos bolsas de patatas, una nueva azada, un chaleco de lana y una botella de ungüento para sus crujientes articulaciones
703;El viejo Rory Brandigamo, como recompensa por tanta hospitalidad, recibió una docena de botellas de Viejos Viñedos, un fuerte vino rojo de la Cuaderna del Sur, bastante anejo, pues había sido puesto a estacionar por el padre de Bilbo
704;Rory perdonó a Bilbo y luego de la primera botella lo proclamó un gran hobbit
705;A Frodo le dejó muchísimas cosas y, por supuesto, los tesoros principales
706;También libros, cuadros y cantidad de muebles
707;"No hubo rastros ni mención de joyas o dinero; no se regaló ni una cuenta de vidrio, ni una moneda"
708;"Frodo tuvo una tarde difícil; el falso rumor de que todos los bienes de la casa estaban distribuyéndose gratis se propaló como un relámpago; pronto el lugar se llenó de gente que no tenía nada que hacer allí, pero a la que no se podía mantener alejada"
709;"Las etiquetas se rompieron y mezclaron, y estallaron disputas; algunos intentaron hacer trueques y negocios en el salón y otros trataron de huir con objetos de menor cuantía, que no les correspondían, o con todo lo que no era solicitado o no estaba vigilado"
710;El camino hacia la puerta se encontraba bloqueado por carros de mano y carretillas
711;Los SacovillaBols ón llegaron en mitad de la conmoción
712;Frodo se había retirado por un momento, dejando a su amigo Merry Brandigamo al cuidado de las cosas
713;Cuando Otho requirió en voz alta la presencia de Frodo, Merry se inclinó cortésmente.Está indispuesto dijo
714;Está descansando
715;Escondiéndose, querrás decir respondió Lobelia
716;De cualquier modo queremos verlo y lo exigimos.¡Ve y díselo! El Señor de los anillos: La Comunidad del anillo 32 Merry los dejó en el salón por un tiempo y los SacovillaBolsón descubrieron entonces las cucharas
717;Esto no les mejoró el humor
718;Por último fueron conducidos al escritorio
719;Frodo estaba sentado a una mesa frente a un montón de papeles
720;Parecía indispuesto (de ver a los SacovillaBolsón, en todo caso)
721;Se levantó jugueteando con algo que tenía en el bolsillo y les habló con mucha cortesía
722;Los SacovillaBolsón estuvieron bastante ofensivos
723;Comenzaron por ofrecerle precios muy reducidos (como entre amigos) por varias cosas que no tenían etiqueta
724;Cuando Frodo replicó que sólo se darían aquellas cosas especialmente destinadas por Bilbo, respondieron que todo el asunto era muy sospechoso.Sólo una cosa me resulta clara dijo Otho, y es que tú eres el más beneficiado de todos
725;Insisto en ver el testamento
726;Otho habría sido el heredero de Bilbo de no mediar la adopción de Frodo
727;Leyó el testamento cuidadosamente y bufó
728;Era, para su desgracia, muy claro y correcto (de acuerdo con las costumbres legales de los hobbits, quienes exigían, entre otras cosas, las firmas de siete testigos, estampadas con tinta roja)
729;¡Burlado otra vez! dijo a su mujer.¡Después de haber esperado sesenta años ¿Cucharas? ¡Qué disparate! Chasqueó los dedos bajo la nariz de Frodo y salió corriendo
730;No fue tan fácil deshacerse de Lobelia
731;Un poco más tarde Frodo salió del estudio para ver cómo se desarrollaban los acontecimientos y la encontró revisando todos los escondrijos y rincones y dando golpecitos en el suelo
732;La acompañó con firmeza fuera de la casa, después de aligerarla de varios pequeños pero bastante valiosos artículos que le habían caído dentro del paraguas no se sabía cómo
733;La cara de Lobelia reflejaba la angustia con que buscaba una frase demoledora de despedida, pero esto fue lo único que dijo volviéndose airadamente: ¡Vivirás para lamentarlo, jovencito! ¿Por qué no te fuiste tú también? Tú no eres de aquí, no eres un Bolsón, tú...¡tú eres un Brandigamo! ¿Has oído eso, Merry? Fue un insulto, ¿no? dijo Frodo cerrando la puerta en las narices de Lobelia
734;Fue un cumplido respondió Merry Brandigamo, y por eso mismo falso
735;Luego recorrieron el lugar y expulsaron a tres jóvenes hobbits (dos Boffin y un Bolger) que estaban agujereando la pared de una bodega
736;Frodo tuvo un forcejeo con el joven Sancho Ganapié (el nieto del viejo Odo Ganapié), quien había iniciado una excavación en la despensa mayor, donde le pareció que sonaba a hueco
737;La leyenda del oro de Bilbo movía a la curiosidad y a la esperanza: pues el oro legendario misteriosamente obtenido, si bien no positivamente mal habido, es, como todos saben, para aquel que lo encuentre, a menos que algún otro interrumpa la búsqueda
738;Frodo echó a Sancho, y se desplomó en una silla de la sala.Ya es hora de cerrar la tienda, Merry dijo
739;Echa llave a la puerta y no la abras a nadie hoy, aunque traigan un ariete
740;Frodo fue a reanimarse con una tardía taza de té
741;Apenas se había sentado, cuando se oyó un golpe en la puerta principal.«Seguro que es Lobelia El Señor de los anillos: La Comunidad del anillo 33 otra vez», pensó.«Se le habrá ocurrido algo realmente desagradable y ha vuelto para decírmelo
742;Puede esperar.» Siguió tomando té
743;Se oyó otra vez el golpe, mucho más fuerte
744;Frodo no le dio importancia
745;De repente la cabeza del mago apareció en la ventana.Si no me dejas entrar, Frodo, haré volar la puerta colina abajo dijo
746;¡Mi querido Gandalf! ¡Medio minuto! gritó Frodo, corriendo hacía la puerta.¡Entra! ¡Entra! Pensé que era Lobelia
747;Entonces te perdono
748;La vi hace un momento en un cochecito que iba hacia Delagua, con una cara que hubiese agriado la leche fresca
749;Casi me ha agriado a mí
750;Honestamente, estuve tentado de utilizar el Anillo de Bilbo
751;Tenía ganas de d esaparecer
752;¡No lo hagas! dijo Gandalf sentándose
753;Ten mucho cuidado con ese Anillo, Frodo
754;En realidad, en parte he venido a decirte una última palabra al respecto
755;Bueno, ¿de qué se trata? ¿Qué sabes tú del Anillo? Sólo lo que Bilbo me contó
756;"He oído su historia; cómo lo encontró y cómo lo usó en el viaje, quiero decir"
757;Estoy pensando qué historia dijo Gandalf
758;Oh, no la que contó a los Enanos y escribió en el libro dijo Frodo
759;La verdadera historia
760;Me la contó tan pronto como vine a vivir aquí
761;Me dijo que tú lo habías importunado y al fin te la contó y que entonces era mejor que yo también la supiera.«No tengamos secretos entre nosotros, Frodo», me dijo Bilbo.«Pero no la repitas
762;De cualquier modo, el Anillo me pertenece.» Interesante dijo Gandalf.¿Qué pensaste? Si te refieres al invento ese del «regalo», bueno, te diré que la historia verdadera me parece mucho más probable y no pude entender por qué la alteró
763;"Nada propio de Bilbo, al menos; el asunto me pareció raro"
764;Lo mismo a mí, pero a la gente que tiene estos tesoros, y los utiliza, pueden ocurrirles cosas realmente raras
765;"Permíteme aconsejarte que seas muy cuidadoso con el Anillo; puede tener quizás otros poderes además de hacerte desaparecer a voluntad"
766;No entiendo dijo Frodo
767;Yo tampoco respondió el mago
768;Sólo que anoche me puse a pensar en el Anillo
769;No tienes por qué preocuparse, pero sigue mi consejo y úsalo poco a nada
770;Al menos te ruego que no lo uses en casos que puedan provocar comentarios o sospechas
771;Te repito: guárdalo en secreto y en un sitio seguro
772;¡Cuánto misterio! ¿Qué temes? No lo sé muy bien, y por lo tanto no diré más
773;Hablaré quizá cuando vuelva
774;"Me voy inmediatamente; así que me despido por ahora.Se puso de pie"
775;¡Así de pronto! exclamó Frodo .¿Por qué? Creí que te quedarías por lo menos una semana
776;Gandalf, esperaba tu ayuda
777;Así lo deseaba, pero tuve que cambiar de idea
778;"Quizá me aleje por mucho tiempo; volveré a verte tan pronto como me sea posible.¡Cuenta conmigo! Vendré sin hacer ruido y no a menudo"
779;Creo que me he vuelto bastante impopular en la Comarca
780;Dicen que soy un estorbo, un perturbador de la paz
781;Por si te interesa, te aviso que algunos hablan de una confabulación entre tú y yo para quedarnos con las riquezas de Bilbo.El Señor de los anillos: La Comunidad del anillo 34 ¡Algunos! exclamó Frodo
782;Quieres decir Otho y Lobelia.¡Qué abominables! Les daría Bolsón Cerrado y todo lo demás si pudiera tener otra vez a Bilbo y salir con él a corretear por los campos
783;Amo la Comarca, pero comienzo a lamentar no haber partido con Bilbo
784;Me pregunto si lo veré otra vez
785;Lo mismo digo respondió Gandalf, y me pregunto muchas otras cosas.¡Adiós, ahora! ¡Cuídate! Búscame sobre todo en los momentos difíciles.¡Adiós! Frodo lo acompañó hasta la puerta
786;Gandalf lo despidió agitando la mano y desapareció a paso sorprendentemente rápido, aunque Frodo pensó que el viejo mago estaba más agobiado que de costumbre, como si llevase un gran peso sobre los hombros
787;La tarde moría y la figura embozada se perdió en el crepúsculo
788;Frodo no volvería a verlo por largo tiempo.El Señor de los anillos: La Comunidad del anillo 35 2 LA SOMBRA DEL PASADO La charla no decreció ni en nueve ni en noventa y nueve días
789;La segunda desaparición del señor Bilbo Bolsón se discutió en Hobbiton y en verdad en toda la Comarca durante un año y un día y se recordó todavía mucho más
790;Llegó a ser uno de esos cuentos que cuentan los abuelos para los niños hobbits
791;Y al fin, el loco Bolsón, que tenía la costumbre de desaparecer con una detonación y un relámpago para reaparecer con una detonación y un relámpago para reaparecer con sacos repletos de oro y alhajas, se convirtió en un personaje legendario que continuó viviendo cuando ya los hechos verdaderos se habían olvidado del todo
792;Pero entretanto, la opinión general en la vecindad era que Bilbo (conocido ya como un poco chiflado) se había vuelto al fin completamente loco, y había escapado al mundo desconocido
793;Allí, sin duda habría caído en un estanque o en un río, encontrando un fin trágico, aunque nada prematuro
794;La culpa recayó casi toda sobre Gandalf
795;«Si por lo menos ese maldito mago lo dejara tranquilo, quizás el joven Frodo se enderezara, llegando a tener un poco de buen sentido hobbit», decían
